#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-04-29T22:56:20 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5cc604a26b63	
#INFO	-out.max=unlimited	
#INFO	queryParameters=7	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:V/19&tab:{V/19/data}&key:source=V/19/data&HTTPPRM:&&-ref=VIZ5cc604a26b63&-file=.&-oc.form=sexa&-order=I&-out.form=verb&-out=Cl&-out=N&-out=ID&-out=B-V&-out=Vmag&-out=LC&-out=log.Teff&-out=logL&-out=Age&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.max=50&-out.form=HTML Table&
#-source=V/19/data
#-order=I
#-out=log.Teff
#-out=logL
#

#RESOURCE=yCat_5019
#Name: V/19
#Title: Masses and Ages of Stars in 68 Open Clusters (Piskunov 1980)
#Table	V_19_data:
#Name: V/19/data
#Title: Data for individual stars
#Column	log.Teff	(F6.3)	Logarithm of effective temperature	[ucd=phys.temperature.effective]
#Column	logL	(F5.2)	Logarithm of luminosity	[ucd=phys.luminosity]
log.Teff;logL
 3.637;-0.09
 3.637;-0.09
 3.725;-0.30
 3.700;-0.26
 3.700;-0.26
 3.700;-0.26
 3.700;-0.26
 3.775;-0.35
 3.923;-0.36
 3.662;-0.19
 3.662;-0.19
 3.662;-0.19
 3.662;-0.19
 3.680;-0.24
 3.680;-0.24
 3.680;-0.24
 3.680;-0.24
 3.666;-0.22
 3.666;-0.22
 3.666;-0.22
 3.666;-0.22
 3.585; 0.10
 3.666;-0.22
 3.666;-0.22
 3.666;-0.22
 3.666;-0.22
 3.677;-0.28
 3.677;-0.28
 3.677;-0.28
 3.677;-0.28
 3.682;-0.32
 3.682;-0.32
 3.682;-0.32
 3.682;-0.32
 3.816;-0.76
 4.010; 2.30
 4.117; 2.48
 3.682; 2.29
 3.682; 2.29
 3.682; 2.29
 4.000; 2.00
 4.040; 1.98
 4.117; 2.12
 4.000; 1.74
 4.030; 1.68
 3.905; 1.46
 4.087; 1.67
 4.062; 1.56
 3.914; 1.30
 3.914; 1.30
 3.914; 1.30
 3.896; 1.22
 3.896; 1.22
 3.896; 1.22
 3.969; 1.20
 4.000; 1.22
 3.927; 1.13
 3.892; 1.06
 3.914; 1.03
 3.892; 0.99
 3.881; 0.95
 3.869; 0.88
 3.822; 0.86
 3.837; 0.80
 3.850; 0.79
 3.877; 0.77
 3.858; 0.73
 3.914; 0.70
 3.831; 0.68
 3.854; 0.65
 3.761; 0.67
 3.847; 0.54
 3.786; 0.52
 3.786; 0.52
 3.786; 0.52
 3.800; 0.49
 3.784; 0.45
 3.784; 0.45
 3.784; 0.45
 3.789; 0.40
 3.806; 0.39
 3.766; 0.40
 3.803; 0.34
 3.822; 0.30
 3.816; 0.25
 3.813; 0.24
 3.793; 0.19
 3.768; 0.19
 3.764; 0.18
 3.780;-0.06
 3.608; 2.46
 3.608; 2.46
 3.608; 2.46
 4.062; 2.22
 3.740; 2.04
 3.672; 2.00
 3.672; 2.00
 3.672; 2.00
 3.698; 1.94
 4.000; 1.89
 4.000; 1.89
 4.000; 1.89
 4.133; 2.14
 3.690; 1.87
 4.062; 1.94
 3.706; 1.80
 3.927; 1.71
 3.981; 1.73
 3.981; 1.73
 3.981; 1.73
 4.150; 2.02
 3.994; 1.72
 3.988; 1.68
 3.642; 1.82
 3.642; 1.82
 3.642; 1.82
 4.212; 2.01
 4.000; 1.57
 4.100; 1.70
 3.927; 1.43
 3.927; 1.43
 3.927; 1.43
 4.150; 1.77
 4.000; 1.42
 4.225; 1.89
 3.936; 1.33
 3.950; 1.32
 4.062; 1.43
 3.975; 1.29
 4.150; 1.58
 3.914; 1.14
 3.994; 1.21
 3.936; 1.14
 3.905; 1.07
 3.945; 1.06
 3.923; 1.03
 3.900; 1.00
 3.923; 1.00
 3.892; 0.97
 3.909; 0.95
 3.881; 0.92
 3.854; 0.91
 3.927; 0.93
 3.869; 0.90
 3.900; 0.90
 3.936; 0.92
 3.834; 0.87
 3.834; 0.87
 3.834; 0.87
 3.850; 0.86
 3.819; 0.85
 3.900; 0.84
 3.837; 0.82
 3.837; 0.82
 3.837; 0.82
 3.800; 0.81
 3.784; 0.77
 3.798; 0.74
 3.828; 0.68
 3.847; 0.66
 3.784; 0.67
 3.745; 0.69
 3.825; 0.63
 3.800; 0.64
 3.800; 0.64
 3.800; 0.64
 3.786; 0.63
 3.837; 0.60
 3.837; 0.58
 3.791; 0.59
 3.819; 0.53
 3.553; 3.77
 4.212; 3.38
 3.618; 3.17
 3.618; 3.17
 3.618; 3.17
 4.150; 3.00
 3.663; 2.65
 3.663; 2.65
 3.663; 2.65
 4.100; 2.71
 4.075; 2.66
 4.100; 2.66
 4.030; 2.39
 4.167; 2.51
 4.050; 2.22
 4.050; 2.22
 4.050; 2.22
 4.030; 2.15
 4.117; 2.23
 4.062; 2.06
 4.075; 2.08
 4.100; 2.07
 4.030; 1.94
 4.075; 2.02
 4.030; 1.88
 4.010; 1.84
 4.030; 1.87
 3.994; 1.73
 4.000; 1.73
 4.075; 1.85
 4.010; 1.74
 4.062; 1.80
 4.030; 1.72
 4.010; 1.68
 4.050; 1.72
 4.010; 1.64
 4.040; 1.67
 3.981; 1.55
 3.981; 1.54
 3.975; 1.50
 4.030; 1.52
 3.981; 1.44
 3.927; 1.36
 4.000; 1.43
 3.988; 1.40
 3.914; 1.32
 3.914; 1.32
 3.914; 1.32
 3.981; 1.38
 3.988; 1.39
 3.981; 1.36
 4.000; 1.38
 3.918; 1.29
 3.963; 1.32
 3.918; 1.28
 3.975; 1.33
 3.936; 1.27
 3.936; 1.23
 3.936; 1.20
 3.963; 1.22
 3.950; 1.19
 3.881; 1.10
 3.881; 1.10
 3.881; 1.10
 3.923; 1.12
 3.950; 1.11
 3.885; 0.99
 3.963; 0.99
 3.885; 0.93
 3.877; 0.85
 3.877; 0.76
 3.798; 0.37
 3.914; 1.87
 3.941; 1.84
 3.914; 1.73
 3.715; 1.79
 3.941; 1.66
 3.888; 1.61
 3.909; 1.55
 3.698; 1.57
 3.905; 1.40
 3.888; 1.18
 3.888; 1.18
 3.888; 1.18
 3.923; 1.20
 3.885; 1.13
 3.885; 1.13
 3.885; 1.13
 3.909; 1.13
 3.862; 1.11
 3.854; 1.10
 3.975; 1.15
 3.896; 1.06
 3.854; 1.02
 3.854; 1.02
 3.854; 1.02
 3.936; 1.02
 3.873; 0.98
 3.862; 0.97
 3.862; 0.97
 3.862; 0.97
 3.918; 0.95
 3.888; 0.92
 3.885; 0.89
 3.892; 0.89
 3.869; 0.88
 3.847; 0.81
 3.900; 0.80
 3.806; 0.47
 3.803; 3.59
 3.803; 3.59
 3.803; 3.59
 3.716; 2.51
 3.716; 2.51
 3.716; 2.51
 3.988; 2.46
 3.741; 2.39
 3.741; 2.39
 3.741; 2.39
 3.738; 2.37
 3.738; 2.37
 3.738; 2.37
 4.100; 2.59
 4.250; 2.93
 3.610; 2.60
 3.610; 2.60
 3.610; 2.60
 4.000; 2.31
 3.674; 2.33
 3.674; 2.33
 3.674; 2.33
 4.267; 2.76
 3.963; 2.06
 4.000; 2.10
 4.010; 2.09
 3.981; 2.03
 4.100; 2.15
 4.062; 2.06
 3.945; 1.87
 4.183; 2.30
 3.969; 1.86
 4.150; 2.18
 3.923; 1.80
 3.914; 1.78
 3.918; 1.78
 3.950; 1.80
 3.932; 1.78
 4.040; 1.91
 4.010; 1.87
 4.150; 2.10
 3.963; 1.77
 4.100; 1.98
 3.963; 1.76
 4.200; 2.20
 3.941; 1.71
 4.000; 1.76
 3.956; 1.69
 4.200; 2.15
 3.927; 1.62
 3.975; 1.66
 4.030; 1.73
 3.918; 1.60
 3.936; 1.61
 3.981; 1.65
 3.950; 1.60
 3.950; 1.60
 3.950; 1.60
 3.981; 1.63
 3.892; 1.51
 4.000; 1.58
 4.020; 1.61
 4.040; 1.63
 4.050; 1.65
 3.969; 1.53
 4.062; 1.67
 4.000; 1.57
 4.183; 1.93
 4.117; 1.76
 4.133; 1.79
 3.923; 1.45
 3.975; 1.50
 3.927; 1.44
 3.927; 1.44
 3.927; 1.44
 3.914; 1.43
 3.932; 1.42
 3.932; 1.42
 3.932; 1.42
 3.941; 1.42
 3.975; 1.45
 4.087; 1.63
 3.914; 1.38
 3.914; 1.38
 3.914; 1.38
 3.963; 1.40
 3.941; 1.38
 4.020; 3.11
 3.727; 2.84
 3.727; 2.84
 3.727; 2.84
 3.704; 2.87
 3.704; 2.87
 3.704; 2.87
 4.010; 2.86
 3.963; 2.78
 4.087; 2.98
 3.963; 2.78
 4.040; 2.82
 4.087; 2.85
 4.030; 2.73
 3.994; 2.62
 4.000; 2.60
 4.300; 3.22
 4.030; 2.54
 4.300; 3.12
 4.133; 2.62
 4.167; 2.69
 4.325; 3.07
 4.150; 2.63
 4.075; 2.43
 4.150; 2.58
 4.133; 2.54
 4.238; 2.75
 4.030; 2.29
 4.183; 2.52
 4.150; 2.38
 3.988; 2.04
 4.010; 2.05
 4.000; 2.00
 4.212; 2.43
 4.225; 2.46
 3.975; 1.93
 4.150; 2.24
 4.267; 2.52
 4.225; 2.36
 4.010; 1.89
 4.133; 2.10
 4.212; 2.29
 4.087; 1.96
 3.994; 1.79
 4.075; 1.90
 4.020; 1.76
 4.183; 2.09
 3.988; 1.68
 4.050; 1.75
 4.050; 1.74
 4.030; 1.70
 3.969; 1.58
 4.062; 1.71
 4.000; 1.60
 4.100; 1.76
 4.010; 1.58
 3.950; 1.48
 3.963; 1.47
 3.988; 1.50
 3.844; 1.37
 3.956; 1.39
 4.030; 1.48
 3.981; 1.39
 3.956; 1.36
 3.941; 1.33
 3.963; 1.34
 3.956; 1.32
 3.914; 1.29
 3.828; 1.27
 3.994; 1.36
 3.885; 1.26
 4.020; 1.39
 3.963; 1.30
 4.030; 1.38
 3.981; 1.31
 3.994; 1.30
 3.945; 1.23
 3.956; 1.23
 3.975; 1.23
 3.764; 1.18
 3.936; 1.17
 3.950; 1.17
 3.923; 1.15
 4.030; 1.25
 4.050; 1.28
 3.896; 1.09
 3.877; 1.06
 3.927; 1.07
 3.927; 1.06
 3.969; 1.10
 3.905; 1.03
 3.896; 0.99
 3.905; 0.98
 3.844; 0.94
 3.844; 0.94
 3.844; 0.94
 3.873; 0.94
 3.862; 0.94
 3.850; 0.94
 3.850; 0.94
 3.850; 0.94
 3.837; 0.94
 3.914; 0.95
 3.918; 0.94
 3.858; 0.90
 3.644; 1.06
 3.854; 0.80
 3.656; 0.94
 3.900; 0.72
 3.831; 0.59
 3.816; 0.49
 3.724; 2.56
 3.724; 2.56
 3.724; 2.56
 3.900; 2.22
 3.708; 2.21
 3.708; 2.21
 3.708; 2.21
 3.988; 2.21
 3.754; 2.15
 4.100; 2.37
 4.020; 2.17
 3.900; 2.03
 3.981; 2.09
 3.994; 2.06
 4.100; 2.13
 4.020; 1.99
 4.020; 1.99
 4.020; 1.99
 3.994; 1.87
 3.994; 1.87
 3.994; 1.87
 4.183; 2.24
 4.075; 1.97
 4.020; 1.85
 3.936; 1.55
 4.117; 1.81
 4.117; 1.81
 3.956; 1.52
 4.167; 1.87
 3.963; 1.48
 4.000; 1.51
 3.994; 1.48
 3.969; 1.44
 3.950; 1.39
 4.050; 1.53
 4.000; 1.43
 3.994; 1.40
 4.010; 1.42
 4.087; 1.54
 3.981; 1.35
 3.975; 1.31
 3.927; 1.26
 3.909; 1.23
 3.981; 1.28
 4.010; 1.32
 3.927; 1.21
 3.941; 1.20
 3.869; 1.14
 3.941; 1.17
 3.862; 1.05
 3.862; 1.05
 3.862; 1.05
 3.923; 1.03
 3.909; 0.99
 3.941; 0.95
 4.040; 1.06
 3.828; 0.89
 3.932; 0.88
 3.963; 0.91
 3.932; 0.87
 3.858; 0.83
 3.877; 0.80
 4.212; 3.95
 4.200; 3.87
 3.676; 3.28
 3.676; 3.28
 3.676; 3.28
 3.956; 2.84
 4.183; 3.14
 4.300; 3.22
 4.212; 2.88
 4.150; 2.71
 4.133; 2.67
 4.133; 2.67
 4.133; 2.67
 4.030; 2.41
 4.050; 2.40
 4.600; 3.65
 4.062; 2.36
 3.981; 2.22
 4.062; 2.33
 4.133; 2.47
 3.994; 2.21
 4.087; 2.35
 4.167; 2.45
 4.150; 2.34
 4.100; 2.19
 3.994; 2.00
 3.932; 1.92
 4.075; 2.12
 3.956; 1.90
 4.040; 2.01
 3.956; 1.88
 3.909; 1.76
 4.183; 2.21
 4.225; 2.31
 3.923; 1.74
 4.117; 2.02
 3.975; 1.76
 3.975; 1.76
 3.975; 1.76
 3.963; 1.61
 3.963; 1.61
 3.963; 1.61
 3.918; 1.55
 3.918; 1.51
 4.238; 2.03
 3.905; 1.40
 4.030; 1.54
 3.918; 1.41
 3.918; 1.41
 3.918; 1.41
 3.918; 1.41
 3.918; 1.41
 3.918; 1.41
 4.212; 1.93
 4.010; 1.50
 3.941; 1.41
 4.000; 1.48
 3.988; 1.45
 3.914; 1.37
 3.914; 1.37
 3.914; 1.37
 4.050; 1.49
 3.969; 1.37
 3.969; 1.36
 3.950; 1.32
 3.881; 1.27
 3.950; 1.30
 3.975; 1.34
 4.150; 1.64
 4.050; 1.42
 4.133; 1.59
 3.969; 1.30
 3.881; 1.24
 3.950; 1.26
 3.969; 1.28
 3.988; 1.30
 3.941; 1.21
 3.936; 1.20
 4.150; 1.54
 3.950; 1.17
 4.040; 1.29
 3.969; 1.16
 3.923; 1.11
 3.963; 1.14
 4.000; 1.15
 3.956; 1.10
 3.914; 1.06
 3.950; 1.08
 3.900; 1.77
 3.694; 1.85
 3.686; 1.85
 3.698; 1.76
 3.981; 1.72
 3.981; 1.72
 3.981; 1.72
 3.869; 1.62
 3.865; 1.57
 3.900; 1.58
 3.888; 1.55
 3.698; 1.64
 3.892; 1.36
 3.881; 1.31
 3.869; 1.27
 3.905; 1.28
 3.905; 1.28
 3.905; 1.28
 3.888; 1.22
 3.888; 1.22
 3.888; 1.22
 3.888; 1.21
 3.888; 1.21
 3.888; 1.21
 3.881; 1.20
 3.885; 1.11
 3.892; 1.08
 3.850; 1.01
 3.877; 0.96
 3.888; 0.96
 3.869; 0.89
 3.844; 0.80
 3.844; 0.76
 3.844; 0.73
 3.844; 0.69
 3.831; 0.67
 3.822; 0.60
 3.793; 0.58
 3.793; 0.58
 3.793; 0.58
 3.813; 0.55
 3.819; 0.54
 3.816; 0.53
 3.809; 0.48
 3.816; 0.46
 3.806; 0.43
 3.809; 0.42
 3.803; 0.39
 3.798; 0.39
 3.800; 0.37
 3.798; 0.36
 3.800; 0.35
 3.795; 0.35
 3.773; 0.33
 3.773; 0.33
 3.773; 0.33
 3.789; 0.27
 3.793; 0.26
 3.789; 0.26
 3.789; 0.21
 3.775; 0.22
 3.789; 0.19
 3.786; 0.19
 3.750; 0.20
 3.750; 0.20
 3.750; 0.20
 3.768; 0.15
 3.770; 0.13
 3.773; 0.05
 3.773; 0.04
 3.748; 0.05
 3.768; 0.03
 3.750;-0.02
 3.764;-0.05
 3.727;-0.05
 3.741;-0.07
 3.757;-0.09
 3.757;-0.10
 3.741;-0.20
 3.784;-0.26
 3.741;-0.26
 3.698;-0.24
 3.732;-0.30
 3.727;-0.33
 3.732;-0.36
 3.680;-0.31
 3.720;-0.43
 3.714;-0.45
 3.709;-0.46
 3.680;-0.41
 3.707;-0.48
 3.705;-0.49
 3.702;-0.55
 3.693;-0.56
 3.691;-0.60
 3.682;-0.62
 3.677;-0.61
 3.670;-0.61
 3.682;-0.66
 3.682;-0.70
 3.666;-0.78
 3.659;-0.80
 3.720;-1.11
 3.611;-0.94
 3.627; 2.22
 3.627; 2.22
 3.627; 2.22
 3.631; 2.20
 3.631; 2.20
 3.631; 2.20
 3.650; 1.89
 3.650; 1.89
 3.650; 1.89
 3.666; 1.84
 3.666; 1.84
 3.666; 1.84
 3.682; 1.75
 3.676; 1.75
 3.682; 1.71
 3.682; 1.70
 3.682; 1.70
 3.963; 1.56
 3.676; 1.65
 3.713; 1.57
 3.905; 1.43
 3.956; 1.44
 3.905; 1.39
 3.888; 1.39
 3.834; 1.30
 3.682; 1.43
 3.950; 1.32
 3.775; 1.30
 3.682; 1.41
 3.690; 1.35
 3.927; 1.23
 3.692; 1.32
 3.725; 1.26
 3.674; 1.34
 3.789; 0.99
 3.822; 0.95
 3.730; 0.99
 3.704; 1.02
 3.786; 0.91
 3.702; 0.99
 3.877; 0.89
 3.730; 0.95
 3.782; 0.90
 3.837; 0.86
 3.837; 0.86
 3.837; 0.86
 3.712; 0.93
 3.800; 0.84
 3.705; 0.92
 3.768; 0.84
 3.770; 0.82
 3.780; 0.81
 3.784; 0.80
 3.782; 0.80
 3.780; 0.79
 3.770; 0.79
 3.741; 0.81
 3.735; 0.81
 3.773; 0.78
 3.782; 0.77
 3.775; 0.77
 3.780; 0.76
 3.784; 0.76
 3.755; 0.77
 3.777; 0.76
 3.780; 0.76
 3.752; 0.77
 3.784; 0.75
 3.721; 0.80
 3.764; 0.76
 3.755; 0.76
 3.777; 0.74
 3.789; 0.73
 3.791; 0.73
 3.782; 0.73
 3.789; 0.73
 3.791; 0.72
 3.789; 0.72
 3.791; 0.72
 3.777; 0.72
 3.819; 0.70
 3.819; 0.70
 3.819; 0.70
 3.748; 0.73
 3.724; 0.76
 3.793; 0.70
 3.789; 0.71
 3.806; 0.69
 3.806; 0.69
 3.806; 0.69
 3.752; 0.72
 3.789; 0.69
 3.745; 0.71
 3.757; 0.70
 3.722; 0.74
 3.789; 0.69
 3.789; 0.69
 3.793; 0.68
 3.777; 0.68
 3.704; 0.76
 3.793; 0.67
 3.798; 0.66
 3.793; 0.66
 3.803; 0.66
 3.803; 0.66
 3.803; 0.66
 3.789; 0.66
 3.755; 0.68
 3.809; 0.64
 3.809; 0.64
 3.809; 0.64
 3.699; 0.74
 3.806; 0.64
 3.806; 0.64
 3.806; 0.64
 3.718; 0.71
 3.795; 0.64
 3.793; 0.64
 3.707; 0.71
 3.718; 0.70
 3.734; 0.67
 3.718; 0.69
 3.777; 0.61
 3.724; 0.65
 3.800; 0.57
 3.800; 0.57
 3.800; 0.57
 3.795; 0.57
 3.795; 0.57
 3.795; 0.57
 3.770; 0.58
 3.782; 0.58
 3.800; 0.57
 3.800; 0.57
 3.800; 0.57
 3.780; 0.58
 3.773; 0.58
 3.789; 0.57
 3.782; 0.56
 3.780; 0.56
 3.795; 0.55
 3.795; 0.55
 3.795; 0.55
 3.782; 0.55
 3.786; 0.54
 3.786; 0.54
 3.786; 0.54
 3.784; 0.54
 3.777; 0.53
 3.782; 0.53
 3.793; 0.52
 3.793; 0.52
 3.793; 0.52
 3.800; 0.51
 3.784; 0.52
 3.784; 0.52
 3.784; 0.52
 3.782; 0.51
 3.809; 0.50
 3.789; 0.51
 3.789; 0.51
 3.789; 0.51
 3.780; 0.50
 3.793; 0.50
 3.793; 0.50
 3.793; 0.50
 3.777; 0.50
 3.786; 0.50
 3.786; 0.50
 3.786; 0.50
 3.786; 0.49
 3.786; 0.49
 3.786; 0.49
 3.777; 0.50
 3.784; 0.49
 3.784; 0.49
 3.784; 0.49
 3.791; 0.48
 3.791; 0.48
 3.791; 0.48
 3.736; 0.52
 3.793; 0.48
 3.786; 0.48
 3.786; 0.48
 3.786; 0.48
 3.803; 0.46
 3.803; 0.46
 3.775; 0.47
 3.798; 0.45
 3.780; 0.46
 3.780; 0.46
 3.780; 0.46
 3.793; 0.45
 3.791; 0.45
 3.791; 0.45
 3.780; 0.45
 3.780; 0.45
 3.780; 0.45
 3.786; 0.44
 3.786; 0.44
 3.786; 0.44
 3.768; 0.45
 3.793; 0.44
 3.806; 0.43
 3.798; 0.43
 3.793; 0.43
 3.803; 0.42
 3.800; 0.42
 3.791; 0.42
 3.816; 0.41
 3.789; 0.42
 3.809; 0.41
 3.685; 0.53
 3.798; 0.40
 3.803; 0.40
 3.766; 0.42
 3.782; 0.41
 3.782; 0.41
 3.782; 0.41
 3.793; 0.40
 3.795; 0.39
 3.816; 0.37
 3.798; 0.38
 3.803; 0.37
 3.789; 0.37
 3.780; 0.38
 3.782; 0.37
 3.791; 0.37
 3.800; 0.35
 3.784; 0.36
 3.782; 0.36
 3.786; 0.35
 3.809; 0.34
 3.777; 0.35
 3.782; 0.35
 3.791; 0.34
 3.793; 0.33
 3.816; 0.32
 3.798; 0.33
 3.784; 0.32
 3.775; 0.33
 3.795; 0.31
 3.786; 0.32
 3.803; 0.30
 3.803; 0.30
 3.791; 0.31
 3.800; 0.29
 3.791; 0.30
 3.809; 0.29
 3.773; 0.30
 3.786; 0.29
 3.789; 0.28
 3.798; 0.28
 3.784; 0.28
 3.786; 0.28
 3.780; 0.28
 3.795; 0.26
 3.791; 0.26
 3.798; 0.25
 3.777; 0.26
 3.786; 0.24
 3.766; 0.25
 3.775; 0.24
 3.784; 0.23
 3.780; 0.23
 3.803; 0.22
 3.793; 0.22
 3.784; 0.22
 3.748; 0.23
 3.777; 0.21
 3.782; 0.21
 3.780; 0.20
 3.773; 0.21
 3.795; 0.19
 3.770; 0.20
 3.798; 0.19
 3.784; 0.19
 3.782; 0.19
 3.784; 0.19
 3.773; 0.19
 3.768; 0.18
 3.777; 0.18
 3.770; 0.18
 3.775; 0.17
 3.775; 0.17
 3.806; 0.15
 3.777; 0.17
 3.784; 0.16
 3.755; 0.18
 3.755; 0.17
 3.780; 0.16
 3.777; 0.16
 3.786; 0.15
 3.789; 0.15
 3.806; 0.14
 3.786; 0.14
 3.795; 0.14
 3.766; 0.16
 3.789; 0.14
 3.782; 0.14
 3.803; 0.13
 3.773; 0.15
 3.795; 0.13
 3.764; 0.14
 3.743; 0.16
 3.743; 0.16
 3.743; 0.16
 3.780; 0.14
 3.734; 0.16
 3.777; 0.12
 3.782; 0.12
 3.784; 0.11
 3.770; 0.11
 3.723; 0.15
 3.739; 0.12
 3.739; 0.12
 3.739; 0.12
 3.773; 0.09
 3.775; 0.09
 3.766; 0.08
 3.752; 0.09
 3.759; 0.08
 3.755; 0.08
 3.755; 0.08
 3.773; 0.07
 3.755; 0.07
 3.759; 0.06
 3.755; 0.05
 3.775; 0.03
 3.757; 0.04
 3.718; 0.08
 3.761; 0.03
 3.764; 0.03
 3.750; 0.02
 3.768; 0.01
 3.768; 0.01
 3.764; 0.01
 3.732; 0.04
 3.732; 0.04
 3.732; 0.04
 3.752; 0.01
 3.784; 0.00
 3.752; 0.01
 3.750; 0.02
 3.764; 0.00
 3.687; 0.11
 3.714; 0.06
 3.741; 0.02
 3.736; 0.02
 3.727; 0.03
 3.727; 0.03
 3.727; 0.03
 3.745; 0.01
 3.761;-0.01
 3.711; 0.05
 3.750; 0.00
 3.757;-0.01
 3.777;-0.03
 3.775;-0.03
 3.757;-0.02
 3.761;-0.03
 3.759;-0.03
 3.714; 0.03
 3.725; 0.01
 3.725; 0.01
 3.725; 0.01
 3.748;-0.03
 3.716; 0.00
 3.755;-0.04
 3.775;-0.06
 3.725;-0.02
 3.725;-0.02
 3.725;-0.02
 3.739;-0.04
 3.732;-0.04
 3.745;-0.06
 3.732;-0.05
 3.730;-0.06
 3.739;-0.07
 3.725;-0.06
 3.759;-0.11
 3.755;-0.11
 3.741;-0.10
 3.741;-0.10
 3.732;-0.09
 3.764;-0.12
 3.725;-0.09
 3.723;-0.09
 3.739;-0.11
 3.743;-0.12
 3.741;-0.11
 3.750;-0.12
 3.676;-0.01
 3.686;-0.04
 3.748;-0.13
 3.714;-0.09
 3.714;-0.09
 3.714;-0.09
 3.761;-0.15
 3.686;-0.05
 3.709;-0.09
 3.709;-0.09
 3.709;-0.09
 3.734;-0.13
 3.750;-0.15
 3.736;-0.14
 3.732;-0.14
 3.736;-0.15
 3.727;-0.15
 3.700;-0.12
 3.730;-0.16
 3.745;-0.19
 3.730;-0.17
 3.736;-0.19
 3.730;-0.19
 3.709;-0.17
 3.675;-0.11
 3.711;-0.19
 3.711;-0.20
 3.718;-0.23
 3.716;-0.24
 3.714;-0.25
 3.734;-0.28
 3.732;-0.27
 3.711;-0.25
 3.714;-0.25
 3.734;-0.28
 3.714;-0.26
 3.766;-0.32
 3.764;-0.34
 3.718;-0.29
 3.700;-0.28
 3.705;-0.31
 3.888;-0.41
 3.718;-0.34
 3.716;-0.34
 3.716;-0.35
 3.725;-0.38
 3.847;-0.46
 3.652; 1.92
 3.652; 1.92
 3.652; 1.92
 3.696; 1.77
 3.723; 1.53
 3.888; 1.39
 3.668; 1.55
 3.668; 1.55
 3.668; 1.55
 3.670; 1.54
 3.682; 1.50
 3.666; 1.53
 3.666; 1.53
 3.666; 1.53
 3.668; 1.51
 3.668; 1.51
 3.668; 1.51
 3.672; 1.49
 3.789; 1.11
 3.786; 1.03
 3.816; 1.01
 3.795; 1.00
 3.728; 1.02
 3.806; 0.95
 3.721; 1.01
 3.786; 0.94
 3.694; 1.03
 3.738; 0.95
 3.803; 0.89
 3.806; 0.79
 3.795; 0.79
 3.793; 0.76
 3.795; 0.76
 3.795; 0.75
 3.809; 0.75
 3.816; 0.74
 3.816; 0.74
 3.816; 0.74
 3.798; 0.73
 3.819; 0.72
 3.819; 0.72
 3.819; 0.72
 3.803; 0.66
 3.803; 0.66
 3.803; 0.66
 3.803; 0.60
 3.803; 0.60
 3.803; 0.60
 3.800; 0.60
 3.800; 0.60
 3.800; 0.60
 3.819; 0.58
 3.800; 0.57
 3.800; 0.57
 3.800; 0.57
 3.803; 0.57
 3.803; 0.57
 3.803; 0.57
 3.800; 0.56
 3.800; 0.56
 3.800; 0.56
 3.809; 0.53
 3.813; 0.49
 3.800; 0.48
 3.813; 0.46
 3.793; 0.46
 3.791; 0.41
 3.786; 0.38
 3.789; 0.37
 3.800; 0.35
 3.800; 0.35
 3.791; 0.30
 3.718; 0.32
 3.806; 0.21
 3.789; 0.20
 3.786; 0.19
 3.768; 0.14
 3.789; 0.07
 3.770; 0.02
 3.734; 0.01
 3.766;-0.06
 3.748;-0.10
 3.759;-0.11
 3.759;-0.13
 3.743;-0.24
 3.736;-0.25
 3.714;-0.27
 3.660; 2.61
 3.660; 2.61
 3.660; 2.61
 3.736; 2.40
 3.736; 2.40
 3.736; 2.40
 3.923; 2.31
 3.652; 2.47
 3.652; 2.47
 3.652; 2.47
 3.633; 2.28
 3.633; 2.28
 3.633; 2.28
 4.250; 2.59
 4.225; 2.46
 4.100; 2.16
 4.075; 2.09
 4.075; 2.04
 4.200; 2.30
 3.819; 1.74
 4.183; 2.19
 4.100; 1.92
 4.050; 1.81
 4.283; 2.34
 4.183; 2.06
 3.627; 1.79
 4.075; 1.71
 4.000; 1.58
 4.000; 1.50
 4.075; 1.62
 3.918; 1.39
 3.918; 1.39
 3.918; 1.39
 3.927; 1.39
 3.927; 1.39
 3.927; 1.39
 3.963; 1.42
 4.030; 1.43
 4.200; 1.77
 4.020; 1.36
 3.969; 1.29
 4.075; 1.45
 4.020; 1.34
 3.877; 1.18
 3.927; 1.16
 3.932; 1.09
 3.988; 1.14
 3.923; 1.08
 3.905; 1.06
 3.900; 1.05
 3.941; 1.07
 4.000; 1.12
 3.831; 1.00
 3.969; 1.04
 3.909; 0.97
 3.825; 0.96
 3.834; 0.96
 3.909; 0.95
 3.850; 0.92
 3.850; 0.92
 3.850; 0.92
 3.963; 0.77
 4.117; 2.96
 4.087; 2.65
 4.150; 2.68
 4.100; 2.55
 4.100; 2.55
 4.100; 2.55
 4.100; 2.49
 4.100; 2.49
 4.100; 2.49
 4.100; 2.41
 4.087; 2.36
 4.133; 2.39
 4.075; 2.26
 4.087; 2.13
 4.050; 2.06
